Entity,Code,Year,Deaths - Drug use disorders - Sex: Both - Age: Under 5 (Number),Deaths - Drug use disorders - Sex: Both - Age: 70+ years (Number),Deaths - Drug use disorders - Sex: Both - Age: 15-49 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 50-69 years (Number),Deaths - Drug use disorders - Sex: Both - Age: 5-14 years (Number)
Sweden,SWE,2008,0,24,192,57,0
Sweden,SWE,2009,0,25,199,59,0
Sweden,SWE,2010,0,26,206,63,0
Sweden,SWE,2011,0,26,217,65,0
Sweden,SWE,2012,0,27,233,67,0
Sweden,SWE,2013,0,29,253,72,0
Sweden,SWE,2014,0,31,278,78,0
Sweden,SWE,2015,0,33,298,83,0
Sweden,SWE,2016,0,35,316,85,0
Sweden,SWE,2017,0,37,331,89,0
Sweden,SWE,2018,0,39,339,92,0
Sweden,SWE,2019,0,41,349,95,0
Switzerland,CHE,1990,0,10,290,17,0
Switzerland,CHE,1991,0,10,320,18,0
Switzerland,CHE,1992,0,11,339,19,0
Switzerland,CHE,1993,0,11,352,20,0
Switzerland,CHE,1994,0,12,362,21,0
Switzerland,CHE,1995,0,13,322,21,0
Switzerland,CHE,1996,0,13,293,20,0
Switzerland,CHE,1997,0,12,269,21,0
Switzerland,CHE,1998,0,12,252,22,0
Switzerland,CHE,1999,0,12,240,22,0
Switzerland,CHE,2000,0,12,239,24,0
Switzerland,CHE,2001,0,12,230,24,0
Switzerland,CHE,2002,0,12,215,24,0
Switzerland,CHE,2003,0,12,198,23,0
Switzerland,CHE,2004,0,11,186,22,0
Switzerland,CHE,2005,0,11,185,23,0
Switzerland,CHE,2006,0,12,182,25,0
Switzerland,CHE,2007,0,12,177,26,0
Switzerland,CHE,2008,0,12,174,27,0
Switzerland,CHE,2009,0,12,166,28,0
Switzerland,CHE,2010,0,12,156,29,0
Switzerland,CHE,2011,0,12,149,29,0
Switzerland,CHE,2012,0,12,143,30,0
Switzerland,CHE,2013,0,13,142,32,0
Switzerland,CHE,2014,0,13,140,33,0
Switzerland,CHE,2015,0,14,136,34,0
Switzerland,CHE,2016,0,15,138,35,0
Switzerland,CHE,2017,0,16,143,36,0
Switzerland,CHE,2018,0,17,151,37,0
Switzerland,CHE,2019,0,18,157,38,0
Syria,SYR,1990,0,8,40,9,0
Syria,SYR,1991,0,9,42,9,0
Syria,SYR,1992,0,9,46,10,0
Syria,SYR,1993,0,9,46,10,0
Syria,SYR,1994,0,10,47,11,0
Syria,SYR,1995,0,10,48,11,0
Syria,SYR,1996,0,10,50,12,0
Syria,SYR,1997,0,11,52,12,0
Syria,SYR,1998,0,11,54,13,0
Syria,SYR,1999,0,11,55,14,0
Syria,SYR,2000,0,12,57,13,0
Syria,SYR,2001,0,13,58,14,0
Syria,SYR,2002,0,14,60,15,0
Syria,SYR,2003,0,15,61,17,0
Syria,SYR,2004,0,17,65,18,0
Syria,SYR,2005,0,19,73,20,0
Syria,SYR,2006,0,23,84,23,0
Syria,SYR,2007,0,25,91,25,0
Syria,SYR,2008,0,28,95,28,0
Syria,SYR,2009,0,30,94,29,0
Syria,SYR,2010,0,23,75,23,0
Syria,SYR,2011,0,28,82,27,0
Syria,SYR,2012,0,29,76,29,0
Syria,SYR,2013,0,31,71,31,0
Syria,SYR,2014,0,31,68,32,0
Syria,SYR,2015,0,31,66,34,0
Syria,SYR,2016,0,32,66,36,0
Syria,SYR,2017,0,34,67,39,0
Syria,SYR,2018,0,36,70,41,0
Syria,SYR,2019,0,37,73,44,0
Taiwan,TWN,1990,0,14,204,45,0
Taiwan,TWN,1991,0,15,207,44,0
Taiwan,TWN,1992,0,14,204,43,0
Taiwan,TWN,1993,0,15,210,42,0
Taiwan,TWN,1994,0,14,203,40,0
Taiwan,TWN,1995,0,13,186,36,0
Taiwan,TWN,1996,0,12,172,31,0
Taiwan,TWN,1997,0,12,165,28,0
Taiwan,TWN,1998,0,12,163,27,0
Taiwan,TWN,1999,0,12,164,28,0
Taiwan,TWN,2000,0,12,173,30,0
Taiwan,TWN,2001,0,13,181,32,0
Taiwan,TWN,2002,0,14,187,33,0
Taiwan,TWN,2003,0,14,195,34,0
Taiwan,TWN,2004,0,14,211,37,0
Taiwan,TWN,2005,0,15,225,38,0
Taiwan,TWN,2006,0,15,233,41,0
Taiwan,TWN,2007,0,16,234,42,0
Taiwan,TWN,2008,0,17,226,41,0
Taiwan,TWN,2009,0,17,218,41,0
Taiwan,TWN,2010,0,17,218,42,0
Taiwan,TWN,2011,0,19,230,46,0
Taiwan,TWN,2012,0,21,239,50,0
Taiwan,TWN,2013,0,22,248,56,0
Taiwan,TWN,2014,0,25,272,65,0
Taiwan,TWN,2015,0,27,290,72,0
Taiwan,TWN,2016,0,29,310,83,0
Taiwan,TWN,2017,0,31,330,89,0
Taiwan,TWN,2018,0,34,359,95,0
Taiwan,TWN,2019,0,37,381,100,0
Tajikistan,TJK,1990,0,1,8,4,0
Tajikistan,TJK,1991,0,1,8,4,0
Tajikistan,TJK,1992,0,1,10,3,0
Tajikistan,TJK,1993,0,1,10,3,0
Tajikistan,TJK,1994,0,1,11,3,0
Tajikistan,TJK,1995,0,1,11,3,0
Tajikistan,TJK,1996,0,1,11,3,0
Tajikistan,TJK,1997,0,1,11,3,0
Tajikistan,TJK,1998,0,1,10,2,0
Tajikistan,TJK,1999,0,1,10,2,0
Tajikistan,TJK,2000,0,1,10,2,0
Tajikistan,TJK,2001,0,1,10,3,0
Tajikistan,TJK,2002,0,1,11,3,0
Tajikistan,TJK,2003,0,1,11,3,0
Tajikistan,TJK,2004,0,1,12,3,0
Tajikistan,TJK,2005,0,2,13,4,0
Tajikistan,TJK,2006,0,2,14,4,0
Tajikistan,TJK,2007,0,2,14,4,0
Tajikistan,TJK,2008,0,2,15,5,0
Tajikistan,TJK,2009,0,2,15,5,0
Tajikistan,TJK,2010,0,2,15,5,0
Tajikistan,TJK,2011,0,2,15,5,0
Tajikistan,TJK,2012,0,2,15,5,0
Tajikistan,TJK,2013,0,2,14,5,0
Tajikistan,TJK,2014,0,2,14,5,0
Tajikistan,TJK,2015,0,2,13,5,0
Tajikistan,TJK,2016,0,2,12,5,0
Tajikistan,TJK,2017,0,2,13,6,0
Tajikistan,TJK,2018,0,2,14,6,0
Tajikistan,TJK,2019,0,2,15,7,0
Tanzania,TZA,1990,0,8,25,6,0
Tanzania,TZA,1991,0,8,27,6,0
Tanzania,TZA,1992,0,9,28,7,0
Tanzania,TZA,1993,0,9,30,7,0
Tanzania,TZA,1994,0,10,31,7,0
Tanzania,TZA,1995,0,10,33,7,0
Tanzania,TZA,1996,0,10,34,8,0
Tanzania,TZA,1997,0,11,36,8,0
Tanzania,TZA,1998,0,11,39,8,0
Tanzania,TZA,1999,0,12,41,9,0
Tanzania,TZA,2000,0,12,42,9,0
Tanzania,TZA,2001,0,12,43,9,0
Tanzania,TZA,2002,0,13,45,9,0
Tanzania,TZA,2003,0,13,48,10,0
Tanzania,TZA,2004,0,14,51,10,0
Tanzania,TZA,2005,0,15,54,10,0
Tanzania,TZA,2006,0,16,58,11,0
Tanzania,TZA,2007,0,17,64,12,0
Tanzania,TZA,2008,0,19,71,13,0
Tanzania,TZA,2009,0,20,79,14,0
Tanzania,TZA,2010,0,22,84,15,0
Tanzania,TZA,2011,0,23,89,16,0
Tanzania,TZA,2012,0,25,94,17,0
Tanzania,TZA,2013,0,26,100,18,0
Tanzania,TZA,2014,0,27,104,19,0
Tanzania,TZA,2015,0,28,107,20,0
Tanzania,TZA,2016,0,30,113,21,0
Tanzania,TZA,2017,0,32,120,22,0
Tanzania,TZA,2018,0,33,127,24,0
Tanzania,TZA,2019,0,35,133,25,0
Thailand,THA,1990,0,9,180,29,0
Thailand,THA,1991,0,10,203,31,0
Thailand,THA,1992,0,11,228,33,0
Thailand,THA,1993,0,12,266,35,0
Thailand,THA,1994,0,12,315,37,0
Thailand,THA,1995,0,13,377,39,0
Thailand,THA,1996,0,14,440,43,0
Thailand,THA,1997,0,14,431,42,0
Thailand,THA,1998,0,16,425,47,0
Thailand,THA,1999,0,18,472,53,0
Thailand,THA,2000,0,19,475,53,0
Thailand,THA,2001,0,18,470,48,0
Thailand,THA,2002,0,19,475,48,0
Thailand,THA,2003,0,20,462,48,0
Thailand,THA,2004,0,21,414,51,0
Thailand,THA,2005,0,22,373,52,0
Thailand,THA,2006,0,23,349,52,0
Thailand,THA,2007,0,23,325,52,0
Thailand,THA,2008,0,24,298,51,0
Thailand,THA,2009,0,24,273,51,0
Thailand,THA,2010,0,25,264,53,0
Thailand,THA,2011,0,26,259,55,0
Thailand,THA,2012,0,26,258,57,0
Thailand,THA,2013,0,27,254,59,0
Thailand,THA,2014,0,29,259,61,0
Thailand,THA,2015,0,31,271,65,0
Thailand,THA,2016,0,34,292,72,0
Thailand,THA,2017,0,38,311,77,0
Thailand,THA,2018,0,41,336,81,0
Thailand,THA,2019,0,45,355,87,0
Timor,TLS,1990,0,0,1,0,0
Timor,TLS,1991,0,0,1,0,0
Timor,TLS,1992,0,0,1,0,0
Timor,TLS,1993,0,0,1,0,0
Timor,TLS,1994,0,0,1,0,0
Timor,TLS,1995,0,0,1,0,0
Timor,TLS,1996,0,0,1,0,0
Timor,TLS,1997,0,0,1,0,0
Timor,TLS,1998,0,0,1,0,0
Timor,TLS,1999,0,0,1,0,0
Timor,TLS,2000,0,0,1,0,0
Timor,TLS,2001,0,0,1,0,0
Timor,TLS,2002,0,0,1,0,0
Timor,TLS,2003,0,0,1,0,0
Timor,TLS,2004,0,0,1,0,0
Timor,TLS,2005,0,0,1,0,0
Timor,TLS,2006,0,0,1,0,0
Timor,TLS,2007,0,0,1,0,0
Timor,TLS,2008,0,0,1,0,0
Timor,TLS,2009,0,0,1,0,0
Timor,TLS,2010,0,0,1,0,0
Timor,TLS,2011,0,0,1,0,0
Timor,TLS,2012,0,0,1,0,0
Timor,TLS,2013,0,0,1,0,0
Timor,TLS,2014,0,0,1,0,0
Timor,TLS,2015,0,0,1,0,0
Timor,TLS,2016,0,0,1,0,0
Timor,TLS,2017,0,0,1,0,0
Timor,TLS,2018,0,0,1,0,0
Timor,TLS,2019,0,0,1,0,0
Togo,TGO,1990,0,1,3,1,0
Togo,TGO,1991,0,1,3,1,0
Togo,TGO,1992,0,1,3,1,0
Togo,TGO,1993,0,1,4,1,0
Togo,TGO,1994,0,1,4,1,0
Togo,TGO,1995,0,1,4,1,0
Togo,TGO,1996,0,1,4,1,0
Togo,TGO,1997,0,1,5,1,0
Togo,TGO,1998,0,1,5,1,0
Togo,TGO,1999,0,1,5,1,0
Togo,TGO,2000,0,1,5,1,0
Togo,TGO,2001,0,1,5,1,0
Togo,TGO,2002,0,1,6,1,0
Togo,TGO,2003,0,1,6,1,0
Togo,TGO,2004,0,1,6,1,0
Togo,TGO,2005,0,1,7,1,0
Togo,TGO,2006,0,1,7,1,0
Togo,TGO,2007,0,1,7,1,0
Togo,TGO,2008,0,1,8,2,0
Togo,TGO,2009,0,1,8,2,0
Togo,TGO,2010,0,1,8,2,0
Togo,TGO,2011,0,1,9,2,0
Togo,TGO,2012,0,1,9,2,0
Togo,TGO,2013,0,1,9,2,0
Togo,TGO,2014,0,1,10,2,0
Togo,TGO,2015,0,1,10,2,0
Togo,TGO,2016,0,1,11,2,0
Togo,TGO,2017,0,1,12,3,0
Togo,TGO,2018,0,2,13,3,0
Togo,TGO,2019,0,2,13,3,0
Tokelau,TKL,1990,0,0,0,0,0
Tokelau,TKL,1991,0,0,0,0,0
Tokelau,TKL,1992,0,0,0,0,0
Tokelau,TKL,1993,0,0,0,0,0
Tokelau,TKL,1994,0,0,0,0,0
Tokelau,TKL,1995,0,0,0,0,0
Tokelau,TKL,1996,0,0,0,0,0
Tokelau,TKL,1997,0,0,0,0,0
Tokelau,TKL,1998,0,0,0,0,0
Tokelau,TKL,1999,0,0,0,0,0
Tokelau,TKL,2000,0,0,0,0,0
Tokelau,TKL,2001,0,0,0,0,0
Tokelau,TKL,2002,0,0,0,0,0
Tokelau,TKL,2003,0,0,0,0,0
Tokelau,TKL,2004,0,0,0,0,0
Tokelau,TKL,2005,0,0,0,0,0
Tokelau,TKL,2006,0,0,0,0,0
Tokelau,TKL,2007,0,0,0,0,0
Tokelau,TKL,2008,0,0,0,0,0
Tokelau,TKL,2009,0,0,0,0,0
Tokelau,TKL,2010,0,0,0,0,0
Tokelau,TKL,2011,0,0,0,0,0
Tokelau,TKL,2012,0,0,0,0,0
Tokelau,TKL,2013,0,0,0,0,0
Tokelau,TKL,2014,0,0,0,0,0
Tokelau,TKL,2015,0,0,0,0,0
Tokelau,TKL,2016,0,0,0,0,0
Tokelau,TKL,2017,0,0,0,0,0
Tokelau,TKL,2018,0,0,0,0,0
Tokelau,TKL,2019,0,0,0,0,0
Tonga,TON,1990,0,0,0,0,0
Tonga,TON,1991,0,0,0,0,0
Tonga,TON,1992,0,0,0,0,0
Tonga,TON,1993,0,0,0,0,0
Tonga,TON,1994,0,0,0,0,0
Tonga,TON,1995,0,0,0,0,0
Tonga,TON,1996,0,0,0,0,0
Tonga,TON,1997,0,0,0,0,0
Tonga,TON,1998,0,0,0,0,0
Tonga,TON,1999,0,0,0,0,0
Tonga,TON,2000,0,0,0,0,0
Tonga,TON,2001,0,0,0,0,0
Tonga,TON,2002,0,0,0,0,0
Tonga,TON,2003,0,0,0,0,0
Tonga,TON,2004,0,0,0,0,0
Tonga,TON,2005,0,0,0,0,0
Tonga,TON,2006,0,0,0,0,0
Tonga,TON,2007,0,0,0,0,0
Tonga,TON,2008,0,0,0,0,0
Tonga,TON,2009,0,0,0,0,0
Tonga,TON,2010,0,0,0,0,0
Tonga,TON,2011,0,0,0,0,0
Tonga,TON,2012,0,0,0,0,0
Tonga,TON,2013,0,0,0,0,0
Tonga,TON,2014,0,0,0,0,0
Tonga,TON,2015,0,0,0,0,0
Tonga,TON,2016,0,0,0,0,0
Tonga,TON,2017,0,0,0,0,0
Tonga,TON,2018,0,0,0,0,0
Tonga,TON,2019,0,0,0,0,0
Trinidad and Tobago,TTO,1990,0,0,1,0,0
Trinidad and Tobago,TTO,1991,0,0,1,0,0
Trinidad and Tobago,TTO,1992,0,0,1,0,0
Trinidad and Tobago,TTO,1993,0,0,1,0,0
Trinidad and Tobago,TTO,1994,0,0,1,0,0
Trinidad and Tobago,TTO,1995,0,0,1,0,0
Trinidad and Tobago,TTO,1996,0,0,1,0,0
Trinidad and Tobago,TTO,1997,0,0,1,0,0
Trinidad and Tobago,TTO,1998,0,0,1,0,0
Trinidad and Tobago,TTO,1999,0,0,2,1,0
Trinidad and Tobago,TTO,2000,0,0,2,1,0
Trinidad and Tobago,TTO,2001,0,0,3,1,0
Trinidad and Tobago,TTO,2002,0,1,3,1,0
Trinidad and Tobago,TTO,2003,0,1,4,2,0
Trinidad and Tobago,TTO,2004,0,1,4,2,0
Trinidad and Tobago,TTO,2005,0,1,4,2,0
Trinidad and Tobago,TTO,2006,0,1,4,2,0
Trinidad and Tobago,TTO,2007,0,1,5,2,0
Trinidad and Tobago,TTO,2008,0,1,5,2,0
Trinidad and Tobago,TTO,2009,0,1,5,3,0
Trinidad and Tobago,TTO,2010,0,1,5,3,0
Trinidad and Tobago,TTO,2011,0,1,4,3,0
Trinidad and Tobago,TTO,2012,0,1,4,2,0
Trinidad and Tobago,TTO,2013,0,1,4,3,0
Trinidad and Tobago,TTO,2014,0,1,5,3,0
Trinidad and Tobago,TTO,2015,0,1,5,3,0
Trinidad and Tobago,TTO,2016,0,1,5,3,0
Trinidad and Tobago,TTO,2017,0,1,5,3,0
Trinidad and Tobago,TTO,2018,0,1,5,3,0
Trinidad and Tobago,TTO,2019,0,2,5,3,0
Tunisia,TUN,1990,0,4,26,7,0
Tunisia,TUN,1991,0,5,29,7,0
Tunisia,TUN,1992,0,5,32,8,0
Tunisia,TUN,1993,0,6,35,9,0
Tunisia,TUN,1994,0,6,38,9,0
Tunisia,TUN,1995,0,7,42,10,0
Tunisia,TUN,1996,0,8,45,11,0
Tunisia,TUN,1997,0,8,49,12,0
Tunisia,TUN,1998,0,9,53,13,0
Tunisia,TUN,1999,0,10,57,13,0
Tunisia,TUN,2000,0,10,60,14,0
Tunisia,TUN,2001,0,11,64,15,0
Tunisia,TUN,2002,0,11,67,16,0
Tunisia,TUN,2003,0,12,70,16,0
Tunisia,TUN,2004,0,13,72,17,0
Tunisia,TUN,2005,0,13,75,18,0
Tunisia,TUN,2006,0,14,77,19,0
Tunisia,TUN,2007,0,14,78,20,0
Tunisia,TUN,2008,0,15,79,21,0
Tunisia,TUN,2009,0,15,81,22,0
Tunisia,TUN,2010,0,16,82,24,0
Tunisia,TUN,2011,0,16,83,25,0
Tunisia,TUN,2012,0,17,85,27,0
Tunisia,TUN,2013,0,17,86,28,0
Tunisia,TUN,2014,0,18,88,30,0
Tunisia,TUN,2015,0,19,90,31,0
Tunisia,TUN,2016,0,19,92,33,0
Tunisia,TUN,2017,0,20,94,34,0
Tunisia,TUN,2018,0,21,97,36,0
Tunisia,TUN,2019,0,22,98,38,0
Turkey,TUR,1990,0,9,74,19,0
Turkey,TUR,1991,0,9,79,20,0
Turkey,TUR,1992,0,9,83,21,0
Turkey,TUR,1993,0,10,87,22,0
Turkey,TUR,1994,0,10,90,22,0
Turkey,TUR,1995,0,10,93,23,0
Turkey,TUR,1996,0,11,94,23,0
Turkey,TUR,1997,0,11,93,24,0
Turkey,TUR,1998,0,12,94,24,0
Turkey,TUR,1999,0,12,101,23,0
Turkey,TUR,2000,0,13,101,22,0
Turkey,TUR,2001,0,14,97,24,0
Turkey,TUR,2002,0,15,90,25,0
Turkey,TUR,2003,0,17,91,27,0
Turkey,TUR,2004,0,19,92,27,0
Turkey,TUR,2005,0,20,91,28,0
Turkey,TUR,2006,0,22,90,28,0
Turkey,TUR,2007,0,25,89,29,0
Turkey,TUR,2008,0,28,86,30,0
Turkey,TUR,2009,0,30,88,32,0
Turkey,TUR,2010,0,32,87,32,0
Turkey,TUR,2011,0,34,94,34,0
Turkey,TUR,2012,0,37,105,37,0
Turkey,TUR,2013,0,40,136,41,0
Turkey,TUR,2014,0,44,176,49,0
Turkey,TUR,2015,0,45,200,53,0
Turkey,TUR,2016,0,48,235,58,0
Turkey,TUR,2017,0,50,228,59,0
Turkey,TUR,2018,0,51,228,61,0
Turkey,TUR,2019,0,53,229,62,0
Turkmenistan,TKM,1990,0,0,6,1,0
Turkmenistan,TKM,1991,0,0,6,1,0
Turkmenistan,TKM,1992,0,0,6,1,0
Turkmenistan,TKM,1993,0,0,7,1,0
Turkmenistan,TKM,1994,0,0,8,1,0
Turkmenistan,TKM,1995,0,0,9,1,0
Turkmenistan,TKM,1996,0,0,11,1,0
Turkmenistan,TKM,1997,0,0,12,1,0
Turkmenistan,TKM,1998,0,0,16,1,0
Turkmenistan,TKM,1999,0,1,24,1,0
Turkmenistan,TKM,2000,0,1,26,1,0
Turkmenistan,TKM,2001,0,1,28,2,0
Turkmenistan,TKM,2002,0,1,33,2,0
Turkmenistan,TKM,2003,0,1,36,2,0
Turkmenistan,TKM,2004,0,1,41,2,0
Turkmenistan,TKM,2005,0,1,46,3,0
Turkmenistan,TKM,2006,0,1,48,3,0
Turkmenistan,TKM,2007,0,1,48,3,0
Turkmenistan,TKM,2008,0,1,47,3,0
Turkmenistan,TKM,2009,0,1,41,3,0
Turkmenistan,TKM,2010,0,1,39,3,0
Turkmenistan,TKM,2011,0,1,40,3,0
Turkmenistan,TKM,2012,0,1,40,3,0
Turkmenistan,TKM,2013,0,1,41,3,0
Turkmenistan,TKM,2014,0,1,43,4,0
Turkmenistan,TKM,2015,0,1,45,4,0
Turkmenistan,TKM,2016,0,2,49,4,0
Turkmenistan,TKM,2017,0,2,53,5,0
Turkmenistan,TKM,2018,0,2,55,5,0
Turkmenistan,TKM,2019,0,2,58,6,0
Tuvalu,TUV,1990,0,0,0,0,0
Tuvalu,TUV,1991,0,0,0,0,0
Tuvalu,TUV,1992,0,0,0,0,0
Tuvalu,TUV,1993,0,0,0,0,0
Tuvalu,TUV,1994,0,0,0,0,0
Tuvalu,TUV,1995,0,0,0,0,0
Tuvalu,TUV,1996,0,0,0,0,0
Tuvalu,TUV,1997,0,0,0,0,0
Tuvalu,TUV,1998,0,0,0,0,0
Tuvalu,TUV,1999,0,0,0,0,0
Tuvalu,TUV,2000,0,0,0,0,0
Tuvalu,TUV,2001,0,0,0,0,0
Tuvalu,TUV,2002,0,0,0,0,0
Tuvalu,TUV,2003,0,0,0,0,0
Tuvalu,TUV,2004,0,0,0,0,0
Tuvalu,TUV,2005,0,0,0,0,0
Tuvalu,TUV,2006,0,0,0,0,0
Tuvalu,TUV,2007,0,0,0,0,0
Tuvalu,TUV,2008,0,0,0,0,0
Tuvalu,TUV,2009,0,0,0,0,0
Tuvalu,TUV,2010,0,0,0,0,0
Tuvalu,TUV,2011,0,0,0,0,0
Tuvalu,TUV,2012,0,0,0,0,0
Tuvalu,TUV,2013,0,0,0,0,0
Tuvalu,TUV,2014,0,0,0,0,0
Tuvalu,TUV,2015,0,0,0,0,0
Tuvalu,TUV,2016,0,0,0,0,0
Tuvalu,TUV,2017,0,0,0,0,0
Tuvalu,TUV,2018,0,0,0,0,0
Tuvalu,TUV,2019,0,0,0,0,0
Uganda,UGA,1990,0,3,7,2,0
Uganda,UGA,1991,0,3,8,2,0
Uganda,UGA,1992,0,3,8,2,0
Uganda,UGA,1993,0,3,9,2,0
Uganda,UGA,1994,0,3,10,2,0
Uganda,UGA,1995,0,3,11,2,0
Uganda,UGA,1996,0,3,12,3,0
Uganda,UGA,1997,0,3,12,3,0
Uganda,UGA,1998,0,3,13,3,0
Uganda,UGA,1999,0,3,14,3,0
Uganda,UGA,2000,0,3,15,3,0
Uganda,UGA,2001,0,3,16,3,0
Uganda,UGA,2002,0,3,16,3,0
Uganda,UGA,2003,0,3,17,3,0
Uganda,UGA,2004,0,4,18,3,0
Uganda,UGA,2005,0,4,19,3,0
Uganda,UGA,2006,0,4,20,3,0
Uganda,UGA,2007,0,4,20,3,0
Uganda,UGA,2008,0,4,20,3,0
Uganda,UGA,2009,0,5,21,3,0
Uganda,UGA,2010,0,5,22,4,0
Uganda,UGA,2011,0,5,23,4,0
Uganda,UGA,2012,0,5,24,4,0
Uganda,UGA,2013,0,6,25,4,0
Uganda,UGA,2014,0,6,27,4,0
Uganda,UGA,2015,0,6,28,4,0
Uganda,UGA,2016,0,6,29,5,0
Uganda,UGA,2017,0,6,30,5,0
Uganda,UGA,2018,0,7,32,5,0
Uganda,UGA,2019,0,7,33,5,0
Ukraine,UKR,1990,0,81,605,487,0
Ukraine,UKR,1991,0,86,686,556,0
Ukraine,UKR,1992,0,90,775,618,0
Ukraine,UKR,1993,0,94,844,648,0
Ukraine,UKR,1994,0,96,922,668,0
Ukraine,UKR,1995,0,101,1034,707,0
Ukraine,UKR,1996,0,101,1009,678,0
Ukraine,UKR,1997,0,100,942,630,0
Ukraine,UKR,1998,0,97,864,563,0
Ukraine,UKR,1999,0,99,877,571,0
Ukraine,UKR,2000,0,103,907,581,0
Ukraine,UKR,2001,0,101,903,562,0
Ukraine,UKR,2002,0,101,933,556,0
Ukraine,UKR,2003,0,99,956,532,0
Ukraine,UKR,2004,0,100,1048,528,0
Ukraine,UKR,2005,0,104,1128,489,0
Ukraine,UKR,2006,0,103,1126,430,0
Ukraine,UKR,2007,0,106,1220,416,0
Ukraine,UKR,2008,0,109,1225,394,0
Ukraine,UKR,2009,0,101,1002,314,0
Ukraine,UKR,2010,0,98,880,275,0
Ukraine,UKR,2011,0,93,821,253,0
Ukraine,UKR,2012,0,90,820,249,0
Ukraine,UKR,2013,0,84,866,240,0
Ukraine,UKR,2014,0,76,854,219,0
Ukraine,UKR,2015,0,78,1193,261,0
Ukraine,UKR,2016,0,75,1185,251,0
Ukraine,UKR,2017,0,78,1170,259,0
Ukraine,UKR,2018,0,82,1125,270,0
Ukraine,UKR,2019,0,85,1118,274,0
United Arab Emirates,ARE,1990,0,0,31,3,0
United Arab Emirates,ARE,1991,0,0,36,3,0
United Arab Emirates,ARE,1992,0,1,41,4,0
United Arab Emirates,ARE,1993,0,1,48,4,0
United Arab Emirates,ARE,1994,0,1,55,5,0
United Arab Emirates,ARE,1995,0,1,63,6,0
United Arab Emirates,ARE,1996,0,1,71,7,0
United Arab Emirates,ARE,1997,0,1,81,8,0
United Arab Emirates,ARE,1998,0,1,92,9,0
United Arab Emirates,ARE,1999,0,1,104,10,0
United Arab Emirates,ARE,2000,0,1,113,12,0
United Arab Emirates,ARE,2001,0,1,125,13,0
United Arab Emirates,ARE,2002,0,1,138,14,0
United Arab Emirates,ARE,2003,0,2,150,15,0
United Arab Emirates,ARE,2004,0,2,163,17,0
United Arab Emirates,ARE,2005,0,2,176,19,0
United Arab Emirates,ARE,2006,0,2,213,21,0
United Arab Emirates,ARE,2007,0,2,291,23,0
United Arab Emirates,ARE,2008,0,2,388,24,0
United Arab Emirates,ARE,2009,0,2,482,26,0
United Arab Emirates,ARE,2010,0,2,524,28,0
United Arab Emirates,ARE,2011,0,2,561,31,0
United Arab Emirates,ARE,2012,0,2,591,36,0
United Arab Emirates,ARE,2013,0,2,629,41,0
United Arab Emirates,ARE,2014,0,2,656,46,0
United Arab Emirates,ARE,2015,0,2,674,53,0
United Arab Emirates,ARE,2016,0,2,690,60,0
United Arab Emirates,ARE,2017,0,3,700,68,0
United Arab Emirates,ARE,2018,0,3,709,78,0
United Arab Emirates,ARE,2019,0,3,713,89,0
United Kingdom,GBR,1990,0,37,719,112,0
United Kingdom,GBR,1991,0,38,763,111,0
United Kingdom,GBR,1992,0,40,817,113,0
United Kingdom,GBR,1993,0,42,880,113,0
United Kingdom,GBR,1994,0,44,980,116,0
United Kingdom,GBR,1995,0,46,1089,119,0
United Kingdom,GBR,1996,0,48,1222,123,0
United Kingdom,GBR,1997,0,50,1370,132,0
United Kingdom,GBR,1998,0,53,1549,143,0
United Kingdom,GBR,1999,0,56,1705,153,0
United Kingdom,GBR,2000,0,56,1759,160,0
United Kingdom,GBR,2001,0,59,1802,171,0
United Kingdom,GBR,2002,0,60,1803,177,0
United Kingdom,GBR,2003,0,62,1783,186,0
United Kingdom,GBR,2004,0,63,1789,200,0
United Kingdom,GBR,2005,0,64,1830,217,0
United Kingdom,GBR,2006,0,67,1935,234,0
United Kingdom,GBR,2007,0,69,2035,254,0
United Kingdom,GBR,2008,0,74,2118,277,0
United Kingdom,GBR,2009,0,75,2102,293,0
United Kingdom,GBR,2010,0,79,2054,310,0
United Kingdom,GBR,2011,0,82,1990,327,0
United Kingdom,GBR,2012,0,86,1964,348,0
United Kingdom,GBR,2013,0,92,2014,381,0
United Kingdom,GBR,2014,0,97,2060,419,0
United Kingdom,GBR,2015,0,104,2132,462,0
United Kingdom,GBR,2016,0,107,2186,493,0
United Kingdom,GBR,2017,0,111,2157,506,0
United Kingdom,GBR,2018,0,115,2078,493,0
United Kingdom,GBR,2019,0,118,2044,491,0
United States,USA,1990,0,259,4974,632,0
United States,USA,1991,0,270,5214,667,0
United States,USA,1992,0,283,5596,717,0
United States,USA,1993,0,306,6159,805,0
United States,USA,1994,0,326,6640,896,0
United States,USA,1995,0,344,7127,994,0
United States,USA,1996,0,367,7674,1094,0
United States,USA,1997,0,391,8461,1259,0
United States,USA,1998,0,427,9338,1478,0
United States,USA,1999,0,479,10631,1784,0
United States,USA,2000,0,518,11928,2132,0
United States,USA,2001,0,553,13405,2586,0
United States,USA,2002,0,590,15260,3189,0
United States,USA,2003,0,615,16958,3873,1
United States,USA,2004,0,632,18275,4549,0
United States,USA,2005,0,656,19654,5303,1
United States,USA,2006,0,678,20662,5937,0
United States,USA,2007,0,694,21098,6458,1
